"ID","A1","A2a","A2b","A3","A4","A5","A7_GAS","A7_ELECT","A7_OIL","A7t_LPG","A7_COAL","A7_WOODBIO","A8_boil_more_10","A8_boil_average","A8_boil_condensing","A8_boil_new","A8_boil_unknown","A8_boil_automatic","A8_modern_storage","A8_old_storage","A8_roomheaters","A8_oil_coal_heaters","A8_wood_bio_stove","A8_openfire","A8_heatingsystem_other","A9","A10","A11","A12","A13","A14","A15","A15_GAS","A15_GASBP","A15_GASkw","A15_ELECTRICITY","A15_ELEBP","A15_ELEkw","A15_OIL","A15_OILBP","A15_OILL","A15_LPG","A15_LGPBP","A15_LPGL","A15_COAL","A15_COLBP","A15_COLkg","A15_WOOD_BIOMASS","A15_BIOBP","A15_BIOkg","A16","A17_renewa_solar","A17_renewa_photovolt","A17_renewa_groundheatpump","A17_renewa_woodbio","A17_renewa_hydropow","A17_renewa_airheatpump","A17_renewa_idont","A18_Loft","A18_Loft_thickness","A18_Cavitywall","A18_Solidwall","A18_Underfloor","A18_Draughtexclusion","A18_Doubleglazing","A18_Doubleglazingpercent","A18_Idontknow","A19","A20","A21","A22_numberfridgefreezer","A22_agefridgefreezer","A22_efficiencyfridgfreez","t1_numberfridge","A22_agefridge","A22_efficiencyfridge","t1_numberfreezer","A22_agefreezer","A22_efficiencyfreezer","t1_numberdishwasher","A22_agedishwashers","A22_efficiencydishwasher","t1_dryer","A22_agedryer","A22_efficiencydryer","t1_washingmachine","A22_agewashingmachine","A22_efficiencywashing","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34_TVst","A34_TVlcd","A34_Tvpla","A34_Sat","A34_Cabl","A34_Freev","A34_DVD","A34_VCR","A34_PVR","A34_PC","A34_LapPC","A34_Inkj","A34_Lasr","A34_Scan","A34_Mobch","A34_Othch","A35","A36","A37"
"household_101",3,6,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,2,1,1,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,50,3,4,1,1,2,1,1,4,0,1,10,1,3,10,0,1,10,1,1,3,1,2,1,12,1,5,1,2,0,24,6,0,3,0,1,0,0,1,0,0,0,3,1,0,1,3,15,1,2,4
"household_105",4,4,0,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,2,3,1,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,1,28,6,6,1,1,10,1,1,10,1,1,10,1,1,3,1,1,10,1,1,3,1,2,1,10,2,6,1,1,0,20,10,2,3,0,1,0,1,2,1,1,2,2,1,0,0,3,3,3,3,5
"household_109",3,3,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,2,3,2,3,1,3,0,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,8,7,1,1,10,0,1,10,0,1,10,0,3,10,0,1,10,1,1,10,2,2,1,5,3,5,3,1,0,8,7,0,0,1,0,0,1,0,0,0,0,3,1,0,1,4,5,3,3,1
"household_110",4,7,0,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,1,4,708.56,22353,4,712.7,5902,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,4,1,0,0,0,1,1,1,41,28,6,1,1,2,0,1,10,0,1,10,1,3,10,1,1,3,1,1,3,2,2,1,8,2,6,1,1,0,6,5,0,4,0,2,0,0,1,0,1,1,2,1,0,0,4,5,4,3,4
"household_113",4,4,0,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,2,3,1,3,185,0,2,110,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,1,1,1,34,5,6,1,1,4,2,2,10,1,1,4,1,1,3,1,1,4,1,1,4,2,2,1,8,2,6,2,1,0,7,10,0,5,0,1,0,0,4,0,0,1,2,1,0,1,4,6,2,3,2
"household_115",3,3,2,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,2,2,1,3,200,0,3,110,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,25,0,5,1,1,10,0,1,10,0,1,10,0,3,10,1,1,10,1,1,10,1,2,1,6,2,6,2,1,3,3,3,0,2,0,1,0,0,1,0,0,1,1,1,0,0,3,0,3,3,3
"household_118",1,3,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,1,2,31,0,2,25,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,6,6,7,0,1,10,1,1,2,1,1,2,0,3,10,0,1,10,1,1,1,2,2,1,2,2,7,3,1,4,7,10,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,3,3,3
"household_123",3,1,0,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,0,1,1,1,1,1,81,2,5,1,1,10,0,1,10,1,1,10,1,2,10,1,1,10,1,1,10,3,2,1,2,2,7,2,1,0,14,10,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,3,3,2
"household_128",3,2,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,3,3,1,2,1,2,50,0,2,33,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,5,0,1,1,0,1,1,1,24,15,7,1,1,10,0,1,10,1,1,10,1,3,5,1,1,10,1,1,3,1,1,1,4,2,7,1,2,0,7,5,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,3,3,4,4
"household_131",2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,2,3,3,2,3,1,2,26,0,2,36,0,1,0,0,1,0,0,4,60,0,1,0,0,3,0,0,0,0,0,0,1,1,9,0,0,0,1,1,1,1,20,17,4,1,2,10,0,1,10,1,1,10,1,3,10,1,1,10,1,1,10,1,1,1,4,2,3,1,2,2,6,10,2,1,0,0,0,2,2,2,0,0,2,1,0,0,2,0,3,3,2
"household_132",2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,17,12,7,0,1,10,1,1,3,1,1,3,0,3,10,1,1,4,1,1,4,1,1,1,6,2,7,1,3,0,7,5,0,0,2,0,0,0,0,0,0,1,1,1,0,1,2,5,4,1,4
"household_137",1,6,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,5,2,3,3,2,3,1,4,480,0,4,260,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,7,0,0,0,0,1,1,1,14,6,7,1,1,4,0,1,10,0,1,10,0,3,10,0,1,10,1,1,4,1,1,1,2,2,1,2,1,3,0,10,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,3,4,2
"household_138",3,7,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,3,2,3,1,3,250,0,3,100,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,1,8,0,0,0,0,1,1,1,23,10,5,1,1,10,0,1,10,0,1,10,0,3,10,1,1,10,1,1,10,2,2,1,3,2,7,1,1,0,7,5,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2,2,2,3,6
"household_139",4,4,0,1,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,3,1,3,280,0,3,180,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,77,39,6,1,1,10,0,1,10,1,1,5,1,3,10,1,1,10,1,1,10,1,2,1,10,2,6,2,1,0,8,15,2,4,0,0,0,5,3,0,1,1,0,0,1,0,2,2,2,3,3
"household_144",4,7,0,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,2,2,3,1,4,1224,28825,2,83,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,8,1,0,0,1,1,1,1,38,12,7,2,1,10,0,1,10,0,1,10,1,2,10,1,1,10,1,1,10,3,2,1,5,1,7,2,3,0,7,4,2,2,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,3,5
"household_146",2,4,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,1,2,67,0,3,120,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,27,10,5,0,1,10,1,1,5,1,2,10,1,2,10,1,2,10,1,2,10,2,2,1,6,2,6,1,2,3,5,5,1,1,0,1,0,0,1,2,0,1,0,1,0,0,2,5,3,3,7
"household_155",3,3,2,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2,3,3,2,3,1,2,70,0,2,70,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,22,10,7,1,1,3,0,1,10,1,1,3,0,3,10,0,1,10,1,1,3,2,2,1,5,2,7,3,1,0,7,15,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,1,2,3,8
"household_160",2,5,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,1,2,79,0,2,39,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,3,0,0,0,0,1,1,1,25,8,5,1,1,10,0,1,10,1,1,10,1,3,10,1,1,10,1,2,10,1,2,1,4,2,7,1,1,0,7,5,1,1,0,1,0,1,0,0,3,1,2,1,0,0,2,3,2,2,3
"household_162",3,6,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,3,2,3,1,5,60,0,5,80,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,16,8,7,1,1,10,0,1,10,0,1,10,1,2,10,1,1,10,1,1,3,2,2,1,4,2,5,3,2,0,5,30,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,2,3,4,3
"household_165",3,5,0,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,1,2,2,1,1,0,0,2,45,0,3,0,1000,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,9,1,0,0,0,1,1,1,30,21,6,1,1,10,0,1,10,1,1,6,1,2,3,1,1,10,1,1,3,2,2,1,8,2,5,1,2,0,7,10,0,3,0,0,0,1,0,0,1,0,1,1,0,0,2,0,1,3,4
"household_167",2,4,0,1,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,3,3,2,2.8333333333333335,1,1,0,0,3,250,0,3,0,2200,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,8,0,0,0,1,1,1,1,72,46,5,1,1,3,1,1,3,0,1,10,1,3,3,1,1,3,1,1,3,4,2,1,4,2,6,1,1,0,7,4,0,1,0,0,0,1,1,0,0,1,1,2,0,1,2,2,3,3,3
"household_176",2,4,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,1,2,90,8513,2,62,1669,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,7,0,0,0,0,1,1,1,12,12,5,1,1,3,0,1,10,0,1,10,1,3,3,0,1,10,1,1,4,2,2,1,3,2,7,2,1,0,7,17,0,0,0,0,0,1,1,0,0,1,2,0,1,0,2,5,3,3,4
"household_183",2,4,0,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,26,2,6,1,1,3,0,1,10,0,1,10,1,1,10,0,1,10,1,1,10,1,2,1,3,2,6,1,1,0,7,3,0,2,0,0,0,0,1,0,0,0,2,0,1,0,2,2,4,4,3
"household_184",2,1,0,1,4,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,5,1,3,3,2,3,1,1,0,0,3,450,0,3,0,500,0,0,0,3,0,50,3,0,3,1,0,0,0,1,0,0,1,1,9,1,0,0,0,1,1,1,36,18,5,0,1,10,1,1,10,1,1,10,1,3,10,1,1,10,1,1,3,2,2,1,3,2,6,1,2,0,6,5,1,0,1,0,0,2,2,1,0,1,1,1,0,0,2,2,3,3,3
"household_189",5,4,0,2,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,0,0,2,100,0,2,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,25,15,5,1,1,10,1,1,10,1,1,10,1,1,4,1,1,10,1,1,10,2,2,1,20,2,7,2,2,4,14,5,0,2,0,2,0,0,2,0,0,0,1,1,0,0,2,1,2,4,6
"household_191",4,7,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,2,3,1,2,40,0,2,44,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,21,18,6,1,1,10,0,1,10,1,1,10,1,1,10,1,2,10,1,1,10,1,2,1,10,2,7,2,2,1,5,25,0,1,0,1,0,1,1,0,0,0,1,1,0,0,3,2,4,3,3
"household_197",4,6,0,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,5,1,0,0,0,1,1,1,35,0,4,1,1,2,0,1,10,1,1,10,1,1,1,1,1,1,1,1,2,2,2,1,17,2,6,1,1,0,35,5,1,2,0,0,0,1,2,0,0,1,2,1,0,1,4,1,3,3,4
"household_199",2,4,0,1,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,1,3,152.44,0,3,168.68,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,3,0,0,0,0,1,1,1,48,2,4,1,1,10,0,1,10,1,1,10,1,2,10,1,1,10,1,1,10,1,2,1,5,2,3,1,2,0,5,5,0,2,0,1,0,0,1,0,0,1,1,1,0,0,2,2,2,3,4
"household_200",3,4,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,3,3,3,1,1,0,0,5,0,0,3,0,1700,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,26,26,7,1,1,3,1,1,3,1,1,3,1,1,3,1,1,10,2,1,3,3,2,1,7,1,7,2,2,3,4,20,1,3,0,0,0,4,4,1,0,1,2,0,1,0,3,0,4,4,6
"household_202",3,4,0,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,2,1,1,1,0,0,2,35,0,3,0,1000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,8,1,0,0,0,1,1,1,40,15,6,1,1,3,0,1,10,1,1,3,1,1,3,1,1,3,1,1,3,3,2,1,5,1,6,1,2,0,7,10,0,3,0,1,0,0,1,0,0,0,2,1,0,0,3,3,4,3,5
"household_206",4,4,0,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,1,3,0,5698,3,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,9,0,0,1,1,1,1,1,22,5,6,1,1,10,0,1,10,0,1,10,1,1,10,1,1,10,1,1,10,3,2,1,10,1,5,1,1,5,7,10,0,5,1,1,0,0,5,0,0,1,2,0,1,0,2,6,3,3,5
"household_210",2,5,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,8,1,0,0,0,1,1,1,30,10,5,2,1,10,0,1,10,1,1,10,1,3,10,1,1,10,1,1,10,1,2,1,2,2,5,2,1,0,7,5,0,3,0,2,0,0,1,1,1,0,2,1,1,1,2,4,1,3,8
"household_217",1,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,1,2,41,0,2,30,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,6,0,0,0,0,1,1,1,22,0,4,0,1,10,1,3,10,0,1,10,0,3,10,0,1,10,1,3,10,2,2,1,1,3,7,3,1,0,14,10,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,1,4,4
"household_221",3,6,0,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,1,2,35,0,2,68,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,1,17,12,6,1,1,10,0,1,10,0,1,10,0,3,10,0,1,10,1,1,3,2,2,1,6,2,6,1,2,9,16,8,1,1,0,0,0,1,1,1,0,0,4,1,0,0,3,4,4,3,6
"household_233",3,5,0,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,2,3,1,1,0,0,2,36,0,3,0,1000,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,5,1,0,0,0,1,1,1,28,6,6,1,1,10,0,1,10,0,1,10,1,1,10,0,1,10,1,1,2,2,2,1,10,2,7,1,1,1,21,8,1,1,0,1,0,0,1,1,0,2,0,1,0,1,3,3,3,3,15
"household_234",2,4,0,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,2,3,1,2,65,0,2,65,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30.034146341463416,14.127450980392156,5.705314009661835,1,1,10,0,1,10,1,1,10,1,3,10,1,1,10,1,1,10,1,2,1,6,2,7,2,1,0,14,5,0,1,0,1,0,0,1,0,0,2,2,2,0,0,2,1,1,2,5
"household_235",2,1,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,2.8333333333333335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,1,1,1,25,15,7,0,1,10,1,1,10,2,2,10,1,3,10,1,1,10,1,1,10,2,2,1,2,2,7,2,2,0,4,10,0,0,0,1,0,0,2,1,0,2,1,0,0,1,2,1,3,3,15
"household_239",3,4,0,1,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,3,3,2,3,1,1,0,0,4,1040,0,1,0,0,4,1500,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,6,0,1,0,0,1,3,1,60,50,6,1,1,10,1,1,10,1,1,10,1,1,10,0,1,10,1,1,10,1,2,1,3,2,6,1,1,2,14,5,0,3,0,0,0,1,1,0,0,1,1,1,0,0,2,0,2,2,6
"household_244",2,4,0,1,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,5,3,3,3,2.8333333333333335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,6,1,0,0,0,1,1,1,40,15,7,1,1,2,1,1,2,1,1,10,1,2,3,0,1,10,1,1,1,1,1,1,5,1,6,1,1,1,4,5,0,2,0,1,0,0,1,1,0,1,1,1,0,0,2,2,3,4,4
"household_247",2,6,0,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,1,2,46,0,2,37,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,1,7,0,0,0,0,1,1,1,28,17,7,1,1,3,0,1,10,0,1,10,1,1,3,0,1,10,1,1,1,3,2,1,3,1,5,1,1,4,8,15,2,0,0,1,0,1,1,0,0,0,2,1,0,0,2,6,4,4,3
"household_249",2,6,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,3,3,3,2.8333333333333335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,21,15,2,1,1,10,0,1,10,0,1,10,1,1,10,1,1,10,1,1,10,2,2,1,4,2,6,1,1,2,5,5,0,3,0,0,0,1,2,0,0,0,2,1,0,1,2,1,3,3,2
"household_250",4,4,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,1,2,105,0,2,70,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,36,36,7,1,1,10,0,1,10,0,1,10,1,3,10,1,1,10,1,1,10,1,1,1,20,1,5,2,2,0,7,5,1,0,1,0,0,2,2,0,0,0,1,0,0,0,3,6,4,4,4
"household_251",2,1,0,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,1,2,3,1,2,0,0,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,6,0,0,1,0,1,1,1,33,22,5,1,1,10,0,1,10,0,1,10,1,3,10,1,2,10,1,2,10,2,2,1,3,1,6,2,3,0,5,5,22,1,0,2,0,1,1,0,0,4,1,1,1,2,2,2,1,4,1
"household_252",4,4,0,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,1,2,105,0,2,100,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,48,31,6,1,1,3,0,1,10,0,1,10,1,3,10,1,2,10,1,2,3,1,2,1,8,2,6,1,1,1,25,15,0,5,0,1,0,0,0,0,0,0,1,0,1,0,2,2,3,3,5
"household_259",3,5,0,1,5,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,3,3,1,2,1,2,70,0,2,50,0,0,0,0,0,0,0,0,0,0,3,120,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,19,19,6,1,1,10,1,1,10,1,2,10,1,3,10,1,1,4,1,1,3,1,2,1,4,2,7,1,2,0,4,7,0,2,0,2,0,0,0,0,0,2,0,1,0,0,3,1,1,3,1
"household_260",3,4,0,1,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,3,3,2,3,1,2,80,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,25,20,4,1,1,10,0,1,10,1,1,10,1,3,3,1,3,10,1,1,3,1,2,1,4,1,6,1,1,1,7,7,0,3,1,7,0,0,1,0,0,1,1,1,0,0,2,3,2,3,4
"household_263",4,6,0,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2,2,2,1,3,1,2,22,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,6,1,0,0,0,1,1,1,18,18,6,1,1,2,0,1,10,0,1,10,1,1,3,0,1,10,1,1,10,1,1,1,7,2,6,1,1,0,7,5,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,1,1,3,4
"household_265",5,4,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,22,22,6,1,1,1,0,1,10,1,1,10,1,3,10,1,1,5,1,1,3,3,2,2,10,1,7,1,1,0,7,7,0,1,0,0,0,0,1,0,0,2,0,1,0,0,2,0,4,3,1
"household_267",2,7,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,2,3,1,2,24,0,2,27,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,9,0,0,0,0,1,1,1,29,17,7,1,1,3,1,1,4,0,1,10,0,3,10,1,1,3,1,1,3,1,1,1,5,1,7,2,2,0,7,4,0,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,4,4,6
"household_270",4,7,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,3,3,1,1,0,0,2,140,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,9,0,0,0,1,1,2,1,38,28,3,1,1,10,0,1,10,0,1,10,1,3,10,1,1,10,1,1,10,2,2,1,5,1,7,2,3,2,16,4,1,1,0,0,0,2,1,1,0,1,1,1,0,0,3,3,3,2,3
"household_275",3,4,0,1,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,3,3,1,1,0,0,2,60,0,3,0,900,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,9,0,0,0,0,1,1,1,62,10,5,1,1,3,0,1,10,0,1,10,1,3,10,0,1,10,1,1,10,3,2,1,3,2,6,2,2,0,7,5,0,2,0,2,0,0,1,0,1,1,1,0,0,0,3,3,3,3,3
"household_276",1,5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,2.8333333333333335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,21,14,7,1,3,10,0,1,10,0,1,10,0,3,10,0,1,10,1,1,10,2,2,1,2,2,7,1,1,1,4,10,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,2,2,4,5
"household_280",4,4,0,1,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,1,1,0,0,2,65,0,2,90,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,1,1,1,26,24,7,1,1,3,1,1,3,1,1,3,1,1,10,1,1,10,1,2,10,2,2,1,3,3,7,2,1,4,7,5,2,4,1,2,0,0,1,0,0,2,2,1,1,0,3,4,4,3,5
